,index,Filepath,Label
1680,57421,kaggle\archive\train\ORNATE HAWK EAGLE\141.jpg,ORNATE HAWK EAGLE
1681,57422,kaggle\archive\train\ORNATE HAWK EAGLE\142.jpg,ORNATE HAWK EAGLE
1682,57423,kaggle\archive\train\ORNATE HAWK EAGLE\143.jpg,ORNATE HAWK EAGLE
1683,57424,kaggle\archive\train\ORNATE HAWK EAGLE\144.jpg,ORNATE HAWK EAGLE
1684,57425,kaggle\archive\train\ORNATE HAWK EAGLE\145.jpg,ORNATE HAWK EAGLE
1685,57426,kaggle\archive\train\ORNATE HAWK EAGLE\146.jpg,ORNATE HAWK EAGLE
1686,57427,kaggle\archive\train\ORNATE HAWK EAGLE\147.jpg,ORNATE HAWK EAGLE
1687,57428,kaggle\archive\train\ORNATE HAWK EAGLE\148.jpg,ORNATE HAWK EAGLE
1688,57429,kaggle\archive\train\ORNATE HAWK EAGLE\149.jpg,ORNATE HAWK EAGLE
1689,57430,kaggle\archive\train\ORNATE HAWK EAGLE\150.jpg,ORNATE HAWK EAGLE
1690,57431,kaggle\archive\train\ORNATE HAWK EAGLE\151.jpg,ORNATE HAWK EAGLE
1691,57432,kaggle\archive\train\ORNATE HAWK EAGLE\152.jpg,ORNATE HAWK EAGLE
1692,57433,kaggle\archive\train\ORNATE HAWK EAGLE\153.jpg,ORNATE HAWK EAGLE
1693,57434,kaggle\archive\train\ORNATE HAWK EAGLE\154.jpg,ORNATE HAWK EAGLE
1694,57435,kaggle\archive\train\ORNATE HAWK EAGLE\155.jpg,ORNATE HAWK EAGLE
1695,57436,kaggle\archive\train\ORNATE HAWK EAGLE\156.jpg,ORNATE HAWK EAGLE
1696,57437,kaggle\archive\train\ORNATE HAWK EAGLE\157.jpg,ORNATE HAWK EAGLE
1697,57438,kaggle\archive\train\ORNATE HAWK EAGLE\158.jpg,ORNATE HAWK EAGLE
1698,57439,kaggle\archive\train\ORNATE HAWK EAGLE\159.jpg,ORNATE HAWK EAGLE
1699,57440,kaggle\archive\train\ORNATE HAWK EAGLE\160.jpg,ORNATE HAWK EAGLE
1700,57441,kaggle\archive\train\ORNATE HAWK EAGLE\161.jpg,ORNATE HAWK EAGLE
1701,57442,kaggle\archive\train\ORNATE HAWK EAGLE\162.jpg,ORNATE HAWK EAGLE
1702,57443,kaggle\archive\train\ORNATE HAWK EAGLE\163.jpg,ORNATE HAWK EAGLE
1703,57444,kaggle\archive\train\ORNATE HAWK EAGLE\164.jpg,ORNATE HAWK EAGLE
1704,57445,kaggle\archive\train\ORNATE HAWK EAGLE\165.jpg,ORNATE HAWK EAGLE
1705,57446,kaggle\archive\train\ORNATE HAWK EAGLE\166.jpg,ORNATE HAWK EAGLE
1706,57447,kaggle\archive\train\ORNATE HAWK EAGLE\167.jpg,ORNATE HAWK EAGLE
1707,57448,kaggle\archive\train\ORNATE HAWK EAGLE\168.jpg,ORNATE HAWK EAGLE
1708,57449,kaggle\archive\train\ORNATE HAWK EAGLE\169.jpg,ORNATE HAWK EAGLE
1709,57450,kaggle\archive\train\ORNATE HAWK EAGLE\170.jpg,ORNATE HAWK EAGLE
1710,57451,kaggle\archive\train\ORNATE HAWK EAGLE\171.jpg,ORNATE HAWK EAGLE
1711,57452,kaggle\archive\train\ORNATE HAWK EAGLE\172.jpg,ORNATE HAWK EAGLE
1712,57453,kaggle\archive\train\ORNATE HAWK EAGLE\173.jpg,ORNATE HAWK EAGLE
1713,57454,kaggle\archive\train\ORNATE HAWK EAGLE\174.jpg,ORNATE HAWK EAGLE
1714,57455,kaggle\archive\train\ORNATE HAWK EAGLE\175.jpg,ORNATE HAWK EAGLE
1715,57456,kaggle\archive\train\ORNATE HAWK EAGLE\176.jpg,ORNATE HAWK EAGLE
1716,57457,kaggle\archive\train\ORNATE HAWK EAGLE\177.jpg,ORNATE HAWK EAGLE
1717,57458,kaggle\archive\train\ORNATE HAWK EAGLE\178.jpg,ORNATE HAWK EAGLE
1718,57459,kaggle\archive\train\ORNATE HAWK EAGLE\179.jpg,ORNATE HAWK EAGLE
1719,57460,kaggle\archive\train\ORNATE HAWK EAGLE\180.jpg,ORNATE HAWK EAGLE
1720,57461,kaggle\archive\train\ORNATE HAWK EAGLE\181.jpg,ORNATE HAWK EAGLE
1721,57462,kaggle\archive\train\ORNATE HAWK EAGLE\182.jpg,ORNATE HAWK EAGLE
1722,57463,kaggle\archive\train\ORNATE HAWK EAGLE\183.jpg,ORNATE HAWK EAGLE
1723,57464,kaggle\archive\train\ORNATE HAWK EAGLE\184.jpg,ORNATE HAWK EAGLE
1724,57465,kaggle\archive\train\ORNATE HAWK EAGLE\185.jpg,ORNATE HAWK EAGLE
1725,57466,kaggle\archive\train\ORNATE HAWK EAGLE\186.jpg,ORNATE HAWK EAGLE
1726,57467,kaggle\archive\train\ORNATE HAWK EAGLE\187.jpg,ORNATE HAWK EAGLE
1727,57468,kaggle\archive\train\ORNATE HAWK EAGLE\188.jpg,ORNATE HAWK EAGLE
1728,57469,kaggle\archive\train\ORNATE HAWK EAGLE\189.jpg,ORNATE HAWK EAGLE
1729,57470,kaggle\archive\train\ORNATE HAWK EAGLE\190.jpg,ORNATE HAWK EAGLE
1730,57471,kaggle\archive\train\ORNATE HAWK EAGLE\191.jpg,ORNATE HAWK EAGLE
1731,57472,kaggle\archive\train\ORNATE HAWK EAGLE\192.jpg,ORNATE HAWK EAGLE
1732,57473,kaggle\archive\train\ORNATE HAWK EAGLE\193.jpg,ORNATE HAWK EAGLE
1733,57474,kaggle\archive\train\ORNATE HAWK EAGLE\194.jpg,ORNATE HAWK EAGLE
1734,57475,kaggle\archive\train\ORNATE HAWK EAGLE\195.jpg,ORNATE HAWK EAGLE
1735,57476,kaggle\archive\train\ORNATE HAWK EAGLE\196.jpg,ORNATE HAWK EAGLE
1736,57477,kaggle\archive\train\ORNATE HAWK EAGLE\197.jpg,ORNATE HAWK EAGLE
1737,57478,kaggle\archive\train\ORNATE HAWK EAGLE\198.jpg,ORNATE HAWK EAGLE
1738,57479,kaggle\archive\train\ORNATE HAWK EAGLE\199.jpg,ORNATE HAWK EAGLE
1739,57480,kaggle\archive\train\ORNATE HAWK EAGLE\200.jpg,ORNATE HAWK EAGLE
1740,57481,kaggle\archive\train\ORNATE HAWK EAGLE\201.jpg,ORNATE HAWK EAGLE
1741,57482,kaggle\archive\train\ORNATE HAWK EAGLE\202.jpg,ORNATE HAWK EAGLE
1742,57483,kaggle\archive\train\ORNATE HAWK EAGLE\203.jpg,ORNATE HAWK EAGLE
1743,57484,kaggle\archive\train\ORNATE HAWK EAGLE\204.jpg,ORNATE HAWK EAGLE
1744,57485,kaggle\archive\train\ORNATE HAWK EAGLE\205.jpg,ORNATE HAWK EAGLE
1745,57486,kaggle\archive\train\ORNATE HAWK EAGLE\206.jpg,ORNATE HAWK EAGLE
1746,57487,kaggle\archive\train\ORNATE HAWK EAGLE\207.jpg,ORNATE HAWK EAGLE
1747,57488,kaggle\archive\train\ORNATE HAWK EAGLE\208.jpg,ORNATE HAWK EAGLE
1748,57802,kaggle\archive\train\OVENBIRD\001.jpg,OVENBIRD
1749,57803,kaggle\archive\train\OVENBIRD\002.jpg,OVENBIRD
1750,57804,kaggle\archive\train\OVENBIRD\003.jpg,OVENBIRD
1751,57805,kaggle\archive\train\OVENBIRD\004.jpg,OVENBIRD
1752,57806,kaggle\archive\train\OVENBIRD\005.jpg,OVENBIRD
1753,57807,kaggle\archive\train\OVENBIRD\006.jpg,OVENBIRD
1754,57808,kaggle\archive\train\OVENBIRD\007.jpg,OVENBIRD
1755,57809,kaggle\archive\train\OVENBIRD\008.jpg,OVENBIRD
1756,57810,kaggle\archive\train\OVENBIRD\009.jpg,OVENBIRD
1757,57811,kaggle\archive\train\OVENBIRD\010.jpg,OVENBIRD
1758,57812,kaggle\archive\train\OVENBIRD\011.jpg,OVENBIRD
1759,57813,kaggle\archive\train\OVENBIRD\012.jpg,OVENBIRD
1760,57814,kaggle\archive\train\OVENBIRD\013.jpg,OVENBIRD
1761,57815,kaggle\archive\train\OVENBIRD\014.jpg,OVENBIRD
1762,57816,kaggle\archive\train\OVENBIRD\015.jpg,OVENBIRD
1763,57817,kaggle\archive\train\OVENBIRD\016.jpg,OVENBIRD
1764,57818,kaggle\archive\train\OVENBIRD\017.jpg,OVENBIRD
1765,57819,kaggle\archive\train\OVENBIRD\018.jpg,OVENBIRD
1766,57820,kaggle\archive\train\OVENBIRD\019.jpg,OVENBIRD
1767,57821,kaggle\archive\train\OVENBIRD\020.jpg,OVENBIRD
1768,57822,kaggle\archive\train\OVENBIRD\021.jpg,OVENBIRD
1769,57823,kaggle\archive\train\OVENBIRD\022.jpg,OVENBIRD
1770,57824,kaggle\archive\train\OVENBIRD\023.jpg,OVENBIRD
1771,57825,kaggle\archive\train\OVENBIRD\024.jpg,OVENBIRD
1772,57826,kaggle\archive\train\OVENBIRD\025.jpg,OVENBIRD
1773,57827,kaggle\archive\train\OVENBIRD\026.jpg,OVENBIRD
1774,57828,kaggle\archive\train\OVENBIRD\027.jpg,OVENBIRD
1775,57829,kaggle\archive\train\OVENBIRD\028.jpg,OVENBIRD
1776,57830,kaggle\archive\train\OVENBIRD\029.jpg,OVENBIRD
1777,57831,kaggle\archive\train\OVENBIRD\030.jpg,OVENBIRD
1778,57832,kaggle\archive\train\OVENBIRD\031.jpg,OVENBIRD
1779,57833,kaggle\archive\train\OVENBIRD\032.jpg,OVENBIRD
1780,57834,kaggle\archive\train\OVENBIRD\033.jpg,OVENBIRD
1781,57835,kaggle\archive\train\OVENBIRD\034.jpg,OVENBIRD
1782,57836,kaggle\archive\train\OVENBIRD\035.jpg,OVENBIRD
1783,57837,kaggle\archive\train\OVENBIRD\036.jpg,OVENBIRD
1784,57838,kaggle\archive\train\OVENBIRD\037.jpg,OVENBIRD
1785,57839,kaggle\archive\train\OVENBIRD\038.jpg,OVENBIRD
1786,57840,kaggle\archive\train\OVENBIRD\039.jpg,OVENBIRD
1787,57841,kaggle\archive\train\OVENBIRD\040.jpg,OVENBIRD
1788,57842,kaggle\archive\train\OVENBIRD\041.jpg,OVENBIRD
1789,57843,kaggle\archive\train\OVENBIRD\042.jpg,OVENBIRD
1790,57844,kaggle\archive\train\OVENBIRD\043.jpg,OVENBIRD
1791,57845,kaggle\archive\train\OVENBIRD\044.jpg,OVENBIRD
1792,57846,kaggle\archive\train\OVENBIRD\045.jpg,OVENBIRD
1793,57847,kaggle\archive\train\OVENBIRD\046.jpg,OVENBIRD
1794,57848,kaggle\archive\train\OVENBIRD\047.jpg,OVENBIRD
1795,57849,kaggle\archive\train\OVENBIRD\048.jpg,OVENBIRD
1796,57850,kaggle\archive\train\OVENBIRD\049.jpg,OVENBIRD
1797,57851,kaggle\archive\train\OVENBIRD\050.jpg,OVENBIRD
1798,57852,kaggle\archive\train\OVENBIRD\051.jpg,OVENBIRD
1799,57853,kaggle\archive\train\OVENBIRD\052.jpg,OVENBIRD
1800,57854,kaggle\archive\train\OVENBIRD\053.jpg,OVENBIRD
1801,57855,kaggle\archive\train\OVENBIRD\054.jpg,OVENBIRD
1802,57856,kaggle\archive\train\OVENBIRD\055.jpg,OVENBIRD
1803,57857,kaggle\archive\train\OVENBIRD\056.jpg,OVENBIRD
1804,57858,kaggle\archive\train\OVENBIRD\057.jpg,OVENBIRD
1805,57859,kaggle\archive\train\OVENBIRD\058.jpg,OVENBIRD
1806,57860,kaggle\archive\train\OVENBIRD\059.jpg,OVENBIRD
1807,57861,kaggle\archive\train\OVENBIRD\060.jpg,OVENBIRD
1808,57862,kaggle\archive\train\OVENBIRD\061.jpg,OVENBIRD
1809,57863,kaggle\archive\train\OVENBIRD\062.jpg,OVENBIRD
1810,57864,kaggle\archive\train\OVENBIRD\063.jpg,OVENBIRD
1811,57865,kaggle\archive\train\OVENBIRD\064.jpg,OVENBIRD
1812,57866,kaggle\archive\train\OVENBIRD\065.jpg,OVENBIRD
1813,57867,kaggle\archive\train\OVENBIRD\066.jpg,OVENBIRD
1814,57868,kaggle\archive\train\OVENBIRD\067.jpg,OVENBIRD
1815,57869,kaggle\archive\train\OVENBIRD\068.jpg,OVENBIRD
1816,57870,kaggle\archive\train\OVENBIRD\069.jpg,OVENBIRD
1817,57871,kaggle\archive\train\OVENBIRD\070.jpg,OVENBIRD
1818,57872,kaggle\archive\train\OVENBIRD\071.jpg,OVENBIRD
1819,57873,kaggle\archive\train\OVENBIRD\072.jpg,OVENBIRD
1820,57874,kaggle\archive\train\OVENBIRD\073.jpg,OVENBIRD
1821,57875,kaggle\archive\train\OVENBIRD\074.jpg,OVENBIRD
1822,57876,kaggle\archive\train\OVENBIRD\075.jpg,OVENBIRD
1823,57877,kaggle\archive\train\OVENBIRD\076.jpg,OVENBIRD
1824,57878,kaggle\archive\train\OVENBIRD\077.jpg,OVENBIRD
1825,57879,kaggle\archive\train\OVENBIRD\078.jpg,OVENBIRD
1826,57880,kaggle\archive\train\OVENBIRD\079.jpg,OVENBIRD
1827,57881,kaggle\archive\train\OVENBIRD\080.jpg,OVENBIRD
1828,57882,kaggle\archive\train\OVENBIRD\081.jpg,OVENBIRD
1829,57883,kaggle\archive\train\OVENBIRD\082.jpg,OVENBIRD
1830,57884,kaggle\archive\train\OVENBIRD\083.jpg,OVENBIRD
1831,57885,kaggle\archive\train\OVENBIRD\084.jpg,OVENBIRD
1832,57886,kaggle\archive\train\OVENBIRD\085.jpg,OVENBIRD
1833,57887,kaggle\archive\train\OVENBIRD\086.jpg,OVENBIRD
1834,57888,kaggle\archive\train\OVENBIRD\087.jpg,OVENBIRD
1835,57889,kaggle\archive\train\OVENBIRD\088.jpg,OVENBIRD
1836,57890,kaggle\archive\train\OVENBIRD\089.jpg,OVENBIRD
1837,57891,kaggle\archive\train\OVENBIRD\090.jpg,OVENBIRD
1838,57892,kaggle\archive\train\OVENBIRD\091.jpg,OVENBIRD
1839,57893,kaggle\archive\train\OVENBIRD\092.jpg,OVENBIRD
1840,57894,kaggle\archive\train\OVENBIRD\093.jpg,OVENBIRD
1841,57895,kaggle\archive\train\OVENBIRD\094.jpg,OVENBIRD
1842,57896,kaggle\archive\train\OVENBIRD\095.jpg,OVENBIRD
1843,57897,kaggle\archive\train\OVENBIRD\096.jpg,OVENBIRD
1844,57898,kaggle\archive\train\OVENBIRD\097.jpg,OVENBIRD
1845,57899,kaggle\archive\train\OVENBIRD\098.jpg,OVENBIRD
1846,57900,kaggle\archive\train\OVENBIRD\099.jpg,OVENBIRD
1847,57901,kaggle\archive\train\OVENBIRD\100.jpg,OVENBIRD
1848,57902,kaggle\archive\train\OVENBIRD\101.jpg,OVENBIRD
1849,57903,kaggle\archive\train\OVENBIRD\102.jpg,OVENBIRD
1850,57904,kaggle\archive\train\OVENBIRD\103.jpg,OVENBIRD
1851,57905,kaggle\archive\train\OVENBIRD\104.jpg,OVENBIRD
1852,57906,kaggle\archive\train\OVENBIRD\105.jpg,OVENBIRD
1853,57907,kaggle\archive\train\OVENBIRD\106.jpg,OVENBIRD
1854,57908,kaggle\archive\train\OVENBIRD\107.jpg,OVENBIRD
1855,57909,kaggle\archive\train\OVENBIRD\108.jpg,OVENBIRD
1856,57910,kaggle\archive\train\OVENBIRD\109.jpg,OVENBIRD
1857,57911,kaggle\archive\train\OVENBIRD\110.jpg,OVENBIRD
1858,57912,kaggle\archive\train\OVENBIRD\111.jpg,OVENBIRD
1859,57913,kaggle\archive\train\OVENBIRD\112.jpg,OVENBIRD
1860,57914,kaggle\archive\train\OVENBIRD\113.jpg,OVENBIRD
1861,57915,kaggle\archive\train\OVENBIRD\114.jpg,OVENBIRD
1862,57916,kaggle\archive\train\OVENBIRD\115.jpg,OVENBIRD
1863,57917,kaggle\archive\train\OVENBIRD\116.jpg,OVENBIRD
1864,57918,kaggle\archive\train\OVENBIRD\117.jpg,OVENBIRD
1865,57919,kaggle\archive\train\OVENBIRD\118.jpg,OVENBIRD
1866,57920,kaggle\archive\train\OVENBIRD\119.jpg,OVENBIRD
1867,57921,kaggle\archive\train\OVENBIRD\120.jpg,OVENBIRD
1868,57922,kaggle\archive\train\OVENBIRD\121.jpg,OVENBIRD
1869,57923,kaggle\archive\train\OVENBIRD\122.jpg,OVENBIRD
1870,57924,kaggle\archive\train\OVENBIRD\123.jpg,OVENBIRD
1871,57925,kaggle\archive\train\OVENBIRD\124.jpg,OVENBIRD
1872,57926,kaggle\archive\train\OVENBIRD\125.jpg,OVENBIRD
1873,57927,kaggle\archive\train\OVENBIRD\126.jpg,OVENBIRD
1874,57928,kaggle\archive\train\OVENBIRD\127.jpg,OVENBIRD
1875,57929,kaggle\archive\train\OVENBIRD\128.jpg,OVENBIRD
1876,57930,kaggle\archive\train\OVENBIRD\129.jpg,OVENBIRD
1877,57931,kaggle\archive\train\OVENBIRD\130.jpg,OVENBIRD
1878,57932,kaggle\archive\train\OVENBIRD\131.jpg,OVENBIRD
1879,57933,kaggle\archive\train\OVENBIRD\132.jpg,OVENBIRD
1880,57934,kaggle\archive\train\OVENBIRD\133.jpg,OVENBIRD
1881,57935,kaggle\archive\train\OVENBIRD\134.jpg,OVENBIRD
1882,57936,kaggle\archive\train\OVENBIRD\135.jpg,OVENBIRD
1883,57937,kaggle\archive\train\OVENBIRD\136.jpg,OVENBIRD
1884,57938,kaggle\archive\train\OVENBIRD\137.jpg,OVENBIRD
1885,57939,kaggle\archive\train\OVENBIRD\138.jpg,OVENBIRD
1886,57940,kaggle\archive\train\OVENBIRD\139.jpg,OVENBIRD
1887,57941,kaggle\archive\train\OVENBIRD\140.jpg,OVENBIRD
1888,57942,kaggle\archive\train\OVENBIRD\141.jpg,OVENBIRD
1889,57943,kaggle\archive\train\OVENBIRD\142.jpg,OVENBIRD
1890,57944,kaggle\archive\train\OVENBIRD\143.jpg,OVENBIRD
1891,57945,kaggle\archive\train\OVENBIRD\144.jpg,OVENBIRD
1892,57946,kaggle\archive\train\OVENBIRD\145.jpg,OVENBIRD
1893,57947,kaggle\archive\train\OVENBIRD\146.jpg,OVENBIRD
1894,57948,kaggle\archive\train\OVENBIRD\147.jpg,OVENBIRD
1895,57949,kaggle\archive\train\OVENBIRD\148.jpg,OVENBIRD
1896,57950,kaggle\archive\train\OVENBIRD\149.jpg,OVENBIRD
1897,57951,kaggle\archive\train\OVENBIRD\150.jpg,OVENBIRD
1898,57952,kaggle\archive\train\OVENBIRD\151.jpg,OVENBIRD
1899,57953,kaggle\archive\train\OVENBIRD\152.jpg,OVENBIRD
1900,57954,kaggle\archive\train\OVENBIRD\153.jpg,OVENBIRD
1901,57955,kaggle\archive\train\OVENBIRD\154.jpg,OVENBIRD
1902,57956,kaggle\archive\train\OVENBIRD\155.jpg,OVENBIRD
1903,57957,kaggle\archive\train\OVENBIRD\156.jpg,OVENBIRD
1904,57958,kaggle\archive\train\OVENBIRD\157.jpg,OVENBIRD
1905,57959,kaggle\archive\train\OVENBIRD\158.jpg,OVENBIRD
1906,57960,kaggle\archive\train\OVENBIRD\159.jpg,OVENBIRD
1907,57961,kaggle\archive\train\OVENBIRD\160.jpg,OVENBIRD
1908,57962,kaggle\archive\train\OVENBIRD\161.jpg,OVENBIRD
1909,57963,kaggle\archive\train\OVENBIRD\162.jpg,OVENBIRD
1910,57964,kaggle\archive\train\OVENBIRD\163.jpg,OVENBIRD
1911,57965,kaggle\archive\train\OVENBIRD\164.jpg,OVENBIRD
1912,57966,kaggle\archive\train\OVENBIRD\165.jpg,OVENBIRD
1913,57967,kaggle\archive\train\OVENBIRD\166.jpg,OVENBIRD
1914,57968,kaggle\archive\train\OVENBIRD\167.jpg,OVENBIRD
1915,57969,kaggle\archive\train\OVENBIRD\168.jpg,OVENBIRD
1916,57970,kaggle\archive\train\OVENBIRD\169.jpg,OVENBIRD
1917,57971,kaggle\archive\train\OVENBIRD\170.jpg,OVENBIRD
1918,57972,kaggle\archive\train\OVENBIRD\171.jpg,OVENBIRD
1919,57973,kaggle\archive\train\OVENBIRD\172.jpg,OVENBIRD
1920,57974,kaggle\archive\train\OVENBIRD\173.jpg,OVENBIRD
1921,57975,kaggle\archive\train\OVENBIRD\174.jpg,OVENBIRD
1922,57976,kaggle\archive\train\OVENBIRD\175.jpg,OVENBIRD
1923,57977,kaggle\archive\train\OVENBIRD\176.jpg,OVENBIRD
1924,57978,kaggle\archive\train\OVENBIRD\177.jpg,OVENBIRD
1925,57979,kaggle\archive\train\OVENBIRD\178.jpg,OVENBIRD
1926,57980,kaggle\archive\train\OVENBIRD\179.jpg,OVENBIRD
1927,57981,kaggle\archive\train\OVENBIRD\180.jpg,OVENBIRD
1928,57982,kaggle\archive\train\OVENBIRD\181.jpg,OVENBIRD
1929,57983,kaggle\archive\train\OVENBIRD\182.jpg,OVENBIRD
1930,57984,kaggle\archive\train\OVENBIRD\183.jpg,OVENBIRD
1931,57985,kaggle\archive\train\OVENBIRD\184.jpg,OVENBIRD
1932,57986,kaggle\archive\train\OVENBIRD\185.jpg,OVENBIRD
1933,57987,kaggle\archive\train\OVENBIRD\186.jpg,OVENBIRD
1934,57988,kaggle\archive\train\OVENBIRD\187.jpg,OVENBIRD
1935,57989,kaggle\archive\train\OVENBIRD\188.jpg,OVENBIRD
1936,57990,kaggle\archive\train\OVENBIRD\189.jpg,OVENBIRD
1937,57991,kaggle\archive\train\OVENBIRD\190.jpg,OVENBIRD
1938,57992,kaggle\archive\train\OVENBIRD\191.jpg,OVENBIRD
1939,57993,kaggle\archive\train\OVENBIRD\192.jpg,OVENBIRD
1940,57994,kaggle\archive\train\OVENBIRD\193.jpg,OVENBIRD
1941,57995,kaggle\archive\train\OVENBIRD\194.jpg,OVENBIRD
1942,57996,kaggle\archive\train\OVENBIRD\195.jpg,OVENBIRD
1943,57997,kaggle\archive\train\OVENBIRD\196.jpg,OVENBIRD
1944,57998,kaggle\archive\train\OVENBIRD\197.jpg,OVENBIRD
1945,57999,kaggle\archive\train\OVENBIRD\198.jpg,OVENBIRD
1946,58000,kaggle\archive\train\OVENBIRD\199.jpg,OVENBIRD
1947,58001,kaggle\archive\train\OVENBIRD\200.jpg,OVENBIRD
1948,58002,kaggle\archive\train\OVENBIRD\201.jpg,OVENBIRD
1949,58003,kaggle\archive\train\OVENBIRD\202.jpg,OVENBIRD
1950,58004,kaggle\archive\train\OVENBIRD\203.jpg,OVENBIRD
1951,58005,kaggle\archive\train\OVENBIRD\204.jpg,OVENBIRD
1952,58006,kaggle\archive\train\OVENBIRD\205.jpg,OVENBIRD
1953,58007,kaggle\archive\train\OVENBIRD\206.jpg,OVENBIRD
1954,58008,kaggle\archive\train\OVENBIRD\207.jpg,OVENBIRD
1955,58009,kaggle\archive\train\OVENBIRD\208.jpg,OVENBIRD
1956,58010,kaggle\archive\train\OVENBIRD\209.jpg,OVENBIRD
1957,58011,kaggle\archive\train\OVENBIRD\210.jpg,OVENBIRD
1958,58012,kaggle\archive\train\OVENBIRD\211.jpg,OVENBIRD
1959,58013,kaggle\archive\train\OVENBIRD\212.jpg,OVENBIRD
1960,58014,kaggle\archive\train\OVENBIRD\213.jpg,OVENBIRD
1961,58015,kaggle\archive\train\OVENBIRD\214.jpg,OVENBIRD
1962,58016,kaggle\archive\train\OVENBIRD\215.jpg,OVENBIRD
1963,58017,kaggle\archive\train\OVENBIRD\216.jpg,OVENBIRD
1964,58018,kaggle\archive\train\OVENBIRD\217.jpg,OVENBIRD
1965,58019,kaggle\archive\train\OVENBIRD\218.jpg,OVENBIRD
1966,58020,kaggle\archive\train\OVENBIRD\219.jpg,OVENBIRD
1967,58021,kaggle\archive\train\OVENBIRD\220.jpg,OVENBIRD
1968,58022,kaggle\archive\train\OVENBIRD\221.jpg,OVENBIRD
1969,58023,kaggle\archive\train\OVENBIRD\222.jpg,OVENBIRD
1970,58024,kaggle\archive\train\OVENBIRD\223.jpg,OVENBIRD
1971,58025,kaggle\archive\train\OVENBIRD\224.jpg,OVENBIRD
1972,58026,kaggle\archive\train\OVENBIRD\225.jpg,OVENBIRD
1973,58027,kaggle\archive\train\OVENBIRD\226.jpg,OVENBIRD
1974,58028,kaggle\archive\train\OVENBIRD\227.jpg,OVENBIRD
1975,58029,kaggle\archive\train\OVENBIRD\228.jpg,OVENBIRD
1976,58030,kaggle\archive\train\OVENBIRD\229.jpg,OVENBIRD
1977,58031,kaggle\archive\train\OVENBIRD\230.jpg,OVENBIRD
1978,58032,kaggle\archive\train\OVENBIRD\231.jpg,OVENBIRD
1979,58033,kaggle\archive\train\OVENBIRD\232.jpg,OVENBIRD
1980,58034,kaggle\archive\train\OVENBIRD\233.jpg,OVENBIRD
1981,61670,kaggle\archive\train\PYRRHULOXIA\001.jpg,PYRRHULOXIA
1982,61671,kaggle\archive\train\PYRRHULOXIA\002.jpg,PYRRHULOXIA
1983,61672,kaggle\archive\train\PYRRHULOXIA\003.jpg,PYRRHULOXIA
1984,61673,kaggle\archive\train\PYRRHULOXIA\004.jpg,PYRRHULOXIA
1985,61674,kaggle\archive\train\PYRRHULOXIA\005.jpg,PYRRHULOXIA
1986,61675,kaggle\archive\train\PYRRHULOXIA\006.jpg,PYRRHULOXIA
1987,61676,kaggle\archive\train\PYRRHULOXIA\007.jpg,PYRRHULOXIA
1988,61677,kaggle\archive\train\PYRRHULOXIA\008.jpg,PYRRHULOXIA
1989,61678,kaggle\archive\train\PYRRHULOXIA\009.jpg,PYRRHULOXIA
1990,61679,kaggle\archive\train\PYRRHULOXIA\010.jpg,PYRRHULOXIA
1991,61680,kaggle\archive\train\PYRRHULOXIA\011.jpg,PYRRHULOXIA
1992,61681,kaggle\archive\train\PYRRHULOXIA\012.jpg,PYRRHULOXIA
1993,61682,kaggle\archive\train\PYRRHULOXIA\013.jpg,PYRRHULOXIA
1994,61683,kaggle\archive\train\PYRRHULOXIA\014.jpg,PYRRHULOXIA
1995,61684,kaggle\archive\train\PYRRHULOXIA\015.jpg,PYRRHULOXIA
1996,61685,kaggle\archive\train\PYRRHULOXIA\016.jpg,PYRRHULOXIA
1997,61686,kaggle\archive\train\PYRRHULOXIA\017.jpg,PYRRHULOXIA
1998,61687,kaggle\archive\train\PYRRHULOXIA\018.jpg,PYRRHULOXIA
1999,61688,kaggle\archive\train\PYRRHULOXIA\019.jpg,PYRRHULOXIA
2000,61689,kaggle\archive\train\PYRRHULOXIA\020.jpg,PYRRHULOXIA
2001,61690,kaggle\archive\train\PYRRHULOXIA\021.jpg,PYRRHULOXIA
2002,61691,kaggle\archive\train\PYRRHULOXIA\022.jpg,PYRRHULOXIA
2003,61692,kaggle\archive\train\PYRRHULOXIA\023.jpg,PYRRHULOXIA
2004,61693,kaggle\archive\train\PYRRHULOXIA\024.jpg,PYRRHULOXIA
2005,61694,kaggle\archive\train\PYRRHULOXIA\025.jpg,PYRRHULOXIA
2006,61695,kaggle\archive\train\PYRRHULOXIA\026.jpg,PYRRHULOXIA
2007,61696,kaggle\archive\train\PYRRHULOXIA\027.jpg,PYRRHULOXIA
2008,61697,kaggle\archive\train\PYRRHULOXIA\028.jpg,PYRRHULOXIA
2009,61698,kaggle\archive\train\PYRRHULOXIA\029.jpg,PYRRHULOXIA
2010,61699,kaggle\archive\train\PYRRHULOXIA\030.jpg,PYRRHULOXIA
2011,61700,kaggle\archive\train\PYRRHULOXIA\031.jpg,PYRRHULOXIA
2012,61701,kaggle\archive\train\PYRRHULOXIA\032.jpg,PYRRHULOXIA
2013,61702,kaggle\archive\train\PYRRHULOXIA\033.jpg,PYRRHULOXIA
2014,61703,kaggle\archive\train\PYRRHULOXIA\034.jpg,PYRRHULOXIA
2015,61704,kaggle\archive\train\PYRRHULOXIA\035.jpg,PYRRHULOXIA
2016,61705,kaggle\archive\train\PYRRHULOXIA\036.jpg,PYRRHULOXIA
